// Name: Neuron amount logger
// Description: For logging the input and output data of a neuron amount network test
1.0,0.1136
1.0,0.1915
1.0,0.1135
2.0,0.2161
2.0,0.168
2.0,0.1394
3.0,0.1544
3.0,0.2305
3.0,0.1542
4.0,0.3041
4.0,0.2035
4.0,0.3159
5.0,0.2118
5.0,0.3888
5.0,0.4015
6.0,0.2579
6.0,0.3798
6.0,0.3984
7.0,0.319
7.0,0.3067
7.0,0.341
8.0,0.3641
8.0,0.5587
8.0,0.4837
9.0,0.5959
9.0,0.3988
9.0,0.3809
10.0,0.5703
10.0,0.5037
10.0,0.4262
11.0,0.6022
11.0,0.4482
11.0,0.5287
12.0,0.6599
12.0,0.5517
12.0,0.5111
13.0,0.5217
13.0,0.4756
13.0,0.522
14.0,0.5797
14.0,0.52
14.0,0.658
15.0,0.6494
15.0,0.6651
15.0,0.6355
16.0,0.5043
16.0,0.6905
16.0,0.5764
17.0,0.6492
17.0,0.5582
17.0,0.6504
18.0,0.5125
18.0,0.508
18.0,0.7518
19.0,0.6327
19.0,0.556
19.0,0.5532
20.0,0.7615
20.0,0.7171
20.0,0.5155
21.0,0.6904
21.0,0.4849
21.0,0.7163
22.0,0.6281
22.0,0.5722
22.0,0.5971
23.0,0.7355
23.0,0.6796
23.0,0.6059
24.0,0.5765
24.0,0.7172
24.0,0.7143
25.0,0.6063
25.0,0.6199
25.0,0.5627
26.0,0.6835
26.0,0.5708
26.0,0.6673
27.0,0.7448
27.0,0.6208
27.0,0.6131
28.0,0.6618
28.0,0.795
28.0,0.6735
29.0,0.7384
29.0,0.6013
29.0,0.5983
30.0,0.6481
30.0,0.6313
30.0,0.5398
31.0,0.6782
31.0,0.5674
31.0,0.635
32.0,0.6393
32.0,0.6701
32.0,0.7878
33.0,0.4745
33.0,0.7205
33.0,0.7879
34.0,0.6299
34.0,0.7966
34.0,0.6037
35.0,0.7793
35.0,0.7339
35.0,0.7097
36.0,0.6754
36.0,0.7582
36.0,0.768
37.0,0.6135
37.0,0.7197
37.0,0.6348
38.0,0.6141
38.0,0.6034
38.0,0.7623
39.0,0.7559
39.0,0.6857
39.0,0.6052
40.0,0.5598
40.0,0.7418
40.0,0.6192
41.0,0.7761
41.0,0.6663
41.0,0.6819
42.0,0.4065
42.0,0.6546
42.0,0.5831
43.0,0.5068
43.0,0.663
43.0,0.768
44.0,0.5487
44.0,0.4713
44.0,0.728
45.0,0.6368
45.0,0.6845
45.0,0.7961
46.0,0.7458
46.0,0.8212
46.0,0.5984
47.0,0.7241
47.0,0.7671
47.0,0.4526
48.0,0.585
48.0,0.7482
48.0,0.7905
49.0,0.7428
49.0,0.5965
49.0,0.8058
50.0,0.6723
50.0,0.7097
50.0,0.7565
51.0,0.8044
51.0,0.7624
51.0,0.6412
52.0,0.613
52.0,0.7383
52.0,0.5607
53.0,0.7408
53.0,0.6153
53.0,0.7399
54.0,0.8241
54.0,0.7502
54.0,0.6032
55.0,0.7097
55.0,0.7688
55.0,0.6659
56.0,0.6484
56.0,0.7385
56.0,0.6179
57.0,0.7629
57.0,0.7776
57.0,0.769
58.0,0.5918
58.0,0.6751
58.0,0.7253
59.0,0.6063
59.0,0.7567
59.0,0.8027
60.0,0.6998
60.0,0.5968
60.0,0.6585
61.0,0.632
61.0,0.52
61.0,0.7452
62.0,0.7746
62.0,0.6534
62.0,0.8267
63.0,0.7474
63.0,0.7895
63.0,0.6445
64.0,0.7827
64.0,0.6171
64.0,0.7813
65.0,0.8199
65.0,0.6842
65.0,0.685
66.0,0.7135
66.0,0.678
66.0,0.8237
67.0,0.8327
67.0,0.7525
67.0,0.7276
68.0,0.7726
68.0,0.6522
68.0,0.8289
69.0,0.5905
69.0,0.6436
69.0,0.705
70.0,0.6915
70.0,0.7809
70.0,0.7495
71.0,0.7768
71.0,0.7357
71.0,0.7299
72.0,0.8259
72.0,0.5709
72.0,0.7111
73.0,0.7312
73.0,0.7779
73.0,0.7562
74.0,0.8353
74.0,0.6417
74.0,0.626
75.0,0.7296
75.0,0.6589
75.0,0.694
76.0,0.6893
76.0,0.7603
76.0,0.5386
77.0,0.669
77.0,0.7389
77.0,0.7487
78.0,0.8154
78.0,0.524
78.0,0.6057
79.0,0.7684
79.0,0.759
79.0,0.6707
80.0,0.7568
80.0,0.6985
80.0,0.7761
81.0,0.6823
81.0,0.7474
81.0,0.7774
82.0,0.764
82.0,0.7208
82.0,0.6431
83.0,0.8124
83.0,0.6771
83.0,0.6184
84.0,0.8046
84.0,0.6542
84.0,0.7642
85.0,0.6161
85.0,0.743
85.0,0.7641
86.0,0.7593
86.0,0.701
86.0,0.7563
87.0,0.6837
87.0,0.6951
87.0,0.7155
88.0,0.7134
88.0,0.704
88.0,0.7419
89.0,0.6658
89.0,0.7786
89.0,0.614
90.0,0.6326
90.0,0.7352
90.0,0.7449
91.0,0.6526
91.0,0.7826
91.0,0.6056
92.0,0.7159
92.0,0.5866
92.0,0.7949
93.0,0.7572
93.0,0.6863
93.0,0.7518
94.0,0.6593
94.0,0.6909
94.0,0.8135
95.0,0.5323
95.0,0.7261
95.0,0.6902
96.0,0.8306
96.0,0.619
96.0,0.6927
97.0,0.6718
97.0,0.8003
97.0,0.6733
98.0,0.8324
98.0,0.5501
98.0,0.7502
99.0,0.7208
99.0,0.6867
99.0,0.7916
100.0,0.7566
100.0,0.745
100.0,0.7757
